Reviews
"After I took the test drive of the vehicle I was fully satisfied with Kia Seltos is a complete package. It ensures a smooth drive, comfort is awesome and spacious and also the engine is powerful.its not but mini SUV car color, and design is great and also the interior are the best in the segment. Read More',"
"Best in this segment and for the family, it can go anywhere from cities to mountains the car comes with the best comfort and features.',"
"The infotainment system of the car is amazing, it has muscular looks with great fuel economy.',"
"I have driven my friend Kia Seltos the experience was very good, I first noticed the power was really good I was thinking that this is a newly launched car in the market with a new company. I don't have any high expectations but this car gets above my expectations somehow the cooling of this car is very good the car is totally cooled just in 50 sec...Read More',"
"  Nice car everything is good in this car.KIA is awesome and hoping that the next car from KIA is going to be awesome ',"
"Best segment car overall design performance everything! The car design no match to other cars in the other case this car fits on turbo engine',"
"  The is car and drive is smooth and the interior is good looking compared to all other cars this is my opinion ',"
"Amazing performance and great driving experience so far. Kia's debut car is performing well.',"
"Seltos is near perfect vehicle by many angles. Its design is fantastic, looks are fantastic, features are fantastic, refinement is excellent, NVH levels are superb, ride quality is superb and easily comparable to my Innova Crysta, diesel manual mileage is excellent, seat comfort is superb.  Read More',"
"The car is fully loaded with features and bose sound speaker and the driver seat is electrically adjustable. Engine performance is also perfect  ',"
"The car is fully loaded with features and bose sound speaker and the driver seat is electrically adjustable. Engine performance is also perfect  ',"
"Great design and the best comfort it has and is luxurious.',"
"One of the best of 2019 car. I really love it and the interior is really awesome. The design of the car is really futuristic and gives an overall cool look.',"
"It's a very nice car. I purchased the last two month ago. I got a very good comfortable riding and I am happy with this car.',"
"Good car but it doesn't have much pickup but this car has best in class features so not bad.',"
"Just Awesome car in this price range. Comfortable with good seats ... Awesome features.. Interior is very beautiful. Quality of alloys is also superb. The overall look is very good. Read More',"
"Its good car in every aspect. If we compare with Creta than only the height factor is concerned. Other things the company can improve its 10-inch display. Hybrid technology also keeps in as it plays a good role. Lastly, backside shape can be improved. Read More',"
"It's a good product from the stable of Kia. Average may be an issue for some people as in bumper to bumper traffic its average is around 11-12 km and on the highway, it may go beyond 19 if driven on a constant speed of 80 without much use of the clutch. overall good car. Read More',"
"It is a too smooth and comfortable car. I just love the interior and exterior of this car and its design its interior look everything is perfect.',"
"It's an affordable car and I like it very much. Nice SUV in this segment at this price range. I think its a perfect car.',"
"Nice website to search about cars And many more action I really appreciate car dekho Nice job Sonu Kareem Thank you Car lover',"
" Best SUV of the year, the Kia Seltos is a subcompact crossover SUV built by Kia Motors. Based on the Kia SP Signature concept car, its name is derived from ""Celtos"", the son of Hercules in Greek mythology. Read More',"
"I am the proud owner of Kia. Amazing mileage and performance. The perfect SUV Car. I have really liked to build quality of the car. Go and get it.',"
"Amazing features and excellent performance. It churns an ultimate mileage and makes this car the best car ever.',"
